,Unnamed: 0,title,location1,location2,location3,area,orientation,room_type,price
3813,3813,整租·点式小区 2室2厅 东/西,七里河区,建工局,点式小区,80.00㎡,东 西,2室2厅1卫,1500
3814,3814,整租·苗圃花苑西区 2室2厅 南/北,七里河区,秀川,苗圃花苑西区,101.00㎡,南 北,2室2厅1卫,1700
3815,3815,整租·建工颐景住宅小区 2室1厅 北,七里河区,秀川,建工颐景住宅小区,98.00㎡,北,2室1厅1卫,1700
3816,3816,整租·兰塑塑业有限公司家属楼 2室1厅 南/北,七里河区,晏家坪,兰塑塑业有限公司家属楼,93.18㎡,南 北,2室1厅1卫,1700
3817,3817,整租·建工东院（建工中街） 2室1厅 南,七里河区,建工局,建工东院（建工中街）,80.59㎡,南,2室1厅1卫,1800
3818,3818,整租·电力修造厂东小区（光华街） 2室1厅 南/北,七里河区,金港城,电力修造厂东小区（光华街）,87.00㎡,南 北,2室1厅1卫,1700
3819,3819,整租·兰石润安小区 2室2厅 西,七里河区,仁恒美林郡,兰石润安小区,74.00㎡,西,2室2厅1卫,1700
3820,3820,整租·柳家营工商局家属楼 2室2厅 东/西,七里河区,西站,柳家营工商局家属楼,69.50㎡,东 西,2室2厅1卫,2000
3821,3821,整租·百力小区 2室2厅 南,七里河区,曦华源,百力小区,84.00㎡,南,2室2厅1卫,1800
3822,3822,整租·映河苑 2室1厅 南,七里河区,秀川,映河苑,85.00㎡,南,2室1厅1卫,2000
3823,3823,整租·金港城（金安花园） 2室2厅 南/北,七里河区,金港城,金港城（金安花园）,74.77㎡,南 北,2室2厅1卫,1600
3825,3825,整租·粮食局家属院（吴家园） 2室1厅 南/北,七里河区,吴家园,粮食局家属院（吴家园）,60.00㎡,南 北,2室1厅1卫,1600
3826,3826,整租·郑家庄小区 2室1厅 西北,七里河区,金港城,郑家庄小区,75.00㎡,西北,2室1厅1卫,1500
3827,3827,整租·惠苑小区（西津西路） 2室2厅 南,七里河区,郑家庄,惠苑小区（西津西路）,113.00㎡,南,2室2厅1卫,1600
3828,3828,整租·爱丽富家园 2室1厅 南,七里河区,建工局,爱丽富家园,65.00㎡,南,2室1厅1卫,1500
3829,3829,整租·兰铁分局八队家属院 2室1厅 南/北,七里河区,晏家坪,兰铁分局八队家属院,80.00㎡,南 北,2室1厅1卫,1750
3831,3831,整租·兰州市西园农工商公司第三停车场家属楼 2室2厅 南/北,七里河区,上西园,兰州市西园农工商公司第三停车场家属楼,117.00㎡,南 北,2室2厅1卫,1800
3832,3832,整租·铁路家属院南区 2室2厅 南/北,七里河区,上西园,铁路家属院南区,61.00㎡,南 北,2室2厅1卫,1600
3833,3833,整租·兰州市西园农工商公司第三停车场家属楼 2室1厅 南/北,七里河区,上西园,兰州市西园农工商公司第三停车场家属楼,85.31㎡,南 北,2室1厅1卫,1500
3834,3834,整租·城投孙家台小区 2室2厅 南,七里河区,下西园,城投孙家台小区,96.00㎡,南,2室2厅1卫,1600
3835,3835,整租·城投孙家台小区 2室1厅 西南,七里河区,下西园,城投孙家台小区,88.00㎡,西南,2室1厅1卫,1500
3836,3836,整租·城投孙家台小区 2室1厅 南/北,七里河区,下西园,城投孙家台小区,105.00㎡,南 北,2室1厅1卫,1900
3837,3837,整租·城投孙家台小区 2室1厅 南/北,七里河区,下西园,城投孙家台小区,97.00㎡,南 北,2室1厅1卫,1600
3838,3838,整租·铁建馨苑 2室2厅 南,七里河区,龚家湾,铁建馨苑,98.00㎡,南,2室2厅1卫,1700
3839,3839,整租·恒瑞小区 2室2厅 南/北,七里河区,龚家湾,恒瑞小区,97.00㎡,南 北,2室2厅1卫,1700
3840,3840,整租·省中医院家属院南院 2室1厅 东/西,七里河区,西站,省中医院家属院南院,60.00㎡,东 西,2室1厅1卫,1900
3842,3842,整租·怡宁嘉苑西区 2室2厅 南/北,七里河区,郑家庄,怡宁嘉苑西区,95.00㎡,南 北,2室2厅1卫,1800
3844,3844,整租·兰州市七里河区土门墩街道办事处 2室1厅 东/北,七里河区,郑家庄,兰州市七里河区土门墩街道办事处,60.00㎡,东 北,2室1厅1卫,1700
3845,3845,整租·兰州市肉联厂西家属院 2室2厅 东/西,七里河区,郑家庄,兰州市肉联厂西家属院,78.00㎡,东 西,2室2厅1卫,1700
3846,3846,整租·建工东院（建工中街） 2室1厅 南/北,七里河区,建工局,建工东院（建工中街）,38.00㎡,南 北,2室1厅1卫,1500
3847,3847,整租·仙客来金源小区 2室2厅 东北,七里河区,建工局,仙客来金源小区,110.00㎡,东北,2室2厅2卫,1500
3848,3848,整租·省地矿局三勘院中心实验室小区 2室1厅 南/北,七里河区,兰工坪,省地矿局三勘院中心实验室小区,94.00㎡,南 北,2室1厅1卫,1500
3849,3849,整租·省地矿局三勘院中心实验室小区 2室1厅 南,七里河区,兰工坪,省地矿局三勘院中心实验室小区,107.00㎡,南,2室1厅1卫,1600
3850,3850,整租·甘肃省石油总公司五星坪居住小区 2室1厅 南,七里河区,晏家坪,甘肃省石油总公司五星坪居住小区,108.00㎡,南,2室1厅1卫,1600
3851,3851,整租·兰州机车厂住宅楼 2室1厅 南/北,七里河区,晏家坪,兰州机车厂住宅楼,85.00㎡,南 北,2室1厅1卫,1500
3852,3852,整租·东方服装厂家属院 2室2厅 南/北,七里河区,晏家坪,东方服装厂家属院,99.00㎡,南 北,2室2厅1卫,1800
3853,3853,整租·盛源华府 2室1厅 南,七里河区,上西园,盛源华府,88.00㎡,南,2室1厅1卫,1500
3854,3854,整租·林家佳苑 2室1厅 东/西,七里河区,上西园,林家佳苑,82.00㎡,东 西,2室1厅1卫,1700
3855,3855,整租·盛源华府 2室2厅 南/北,七里河区,上西园,盛源华府,90.00㎡,南 北,2室2厅1卫,1800
3856,3856,整租·盛源华府 2室2厅 南,七里河区,上西园,盛源华府,83.00㎡,南,2室2厅1卫,1700
3857,3857,整租·郑家庄小区 2室1厅 南/北,七里河区,金港城,郑家庄小区,81.12㎡,南 北,2室1厅1卫,1800
3858,3858,整租·天恒·银滩花园B区 2室2厅 南/北,七里河区,秀川,天恒·银滩花园B区,94.00㎡,南 北,2室2厅1卫,1700
3859,3859,整租·佳恒名苑 2室2厅 东/南,七里河区,秀川,佳恒名苑,130.00㎡,东 南,2室2厅1卫,1700
3860,3860,整租·众成小区 2室2厅 南/北,七里河区,秀川,众成小区,86.00㎡,南 北,2室2厅1卫,1900
3861,3861,整租·秀川润园 2室2厅 南,七里河区,秀川,秀川润园,92.00㎡,南,2室2厅1卫,1800
3862,3862,整租·十二客运公司家属院 2室2厅 南/北,七里河区,仁恒美林郡,十二客运公司家属院,88.00㎡,南 北,2室2厅1卫,1500
3863,3863,整租·兰石润安小区 2室2厅 南/北,七里河区,仁恒美林郡,兰石润安小区,88.00㎡,南 北,2室2厅1卫,1600
3864,3864,整租·嘉禾园小区 2室1厅 东/南,七里河区,吴家园,嘉禾园小区,55.00㎡,东 南,2室1厅1卫,1600
3865,3865,整租·鸿运家园 2室1厅 南/西,七里河区,吴家园,鸿运家园,50.00㎡,南 西,2室1厅1卫,1800
3866,3866,整租·三角线送变电小区 2室2厅 东/西,七里河区,西站,三角线送变电小区,100.00㎡,东 西,2室2厅1卫,1600
3867,3867,整租·三角线送变电小区 2室1厅 东/西,七里河区,西站,三角线送变电小区,90.30㎡,东 西,2室1厅1卫,1500
3882,3882,整租·梅园小区 2室1厅 南/北,七里河区,五泉广场,梅园小区,127.00㎡,南 北,2室1厅1卫,1600
3883,3883,整租·兰州市局家属楼（河湾堡东街） 2室1厅 西,七里河区,金港城,兰州市局家属楼（河湾堡东街）,85.00㎡,西,2室1厅1卫,1750
3884,3884,整租·郑家庄小区 2室1厅 南,七里河区,金港城,郑家庄小区,86.00㎡,南,2室1厅1卫,1800
3885,3885,整租·金港城（金港花园） 2室1厅 南/北,七里河区,金港城,金港城（金港花园）,78.24㎡,南 北,2室1厅1卫,1800
3886,3886,整租·苗圃花苑西区 2室2厅 南/北,七里河区,秀川,苗圃花苑西区,103.23㎡,南 北,2室2厅1卫,1600
3887,3887,整租·建工局西院 2室1厅 南/北,七里河区,建工局,建工局西院,60.00㎡,南 北,2室1厅1卫,1500
3889,3889,整租·兰石小区(七里河) 2室1厅 南/北,七里河区,西站,兰石小区(七里河),58.08㎡,南 北,2室1厅1卫,1500
3890,3890,整租·嘉成小区 2室1厅 东/北,七里河区,吴家园,嘉成小区,64.00㎡,东 北,2室1厅1卫,1800
3891,3891,整租·兰石润安小区 2室1厅 南/北,七里河区,仁恒美林郡,兰石润安小区,90.00㎡,南 北,2室1厅1卫,1700
3892,3892,整租·铁建丽苑 2室1厅 南/北,七里河区,建工局,铁建丽苑,89.56㎡,南 北,2室1厅1卫,1900
3893,3893,整租·兰石润安小区 2室1厅 东/西,七里河区,仁恒美林郡,兰石润安小区,72.00㎡,东 西,2室1厅1卫,1700
3895,3895,整租·省中医院家属院南院 2室1厅 南/北,七里河区,西站,省中医院家属院南院,50.00㎡,南 北,2室1厅1卫,1600
3896,3896,整租·广健花园 2室1厅 东北,七里河区,龚家湾,广健花园,86.00㎡,东北,2室1厅1卫,1800
3898,3898,整租·工商银行七里河支行武山路家属院 2室2厅 南/北,七里河区,晏家坪,工商银行七里河支行武山路家属院,104.00㎡,南 北,2室2厅1卫,1600
3899,3899,整租·甘肃建投安装建设集团吴家园小区 2室1厅 南/北,七里河区,吴家园,甘肃建投安装建设集团吴家园小区,70.00㎡,南 北,2室1厅1卫,1800
3900,3900,整租·兰州轴承厂家属院（光华街） 2室1厅 南/北,七里河区,金港城,兰州轴承厂家属院（光华街）,61.22㎡,南 北,2室1厅1卫,1500
3901,3901,整租·林家庄小区 2室1厅 南/北,七里河区,上西园,林家庄小区,74.00㎡,南 北,2室1厅1卫,1500
3902,3902,整租·丽景苑 2室2厅 南/北,七里河区,曦华源,丽景苑,99.90㎡,南 北,2室2厅1卫,2000
3903,3903,整租·铁建丽苑 2室1厅 南/北,七里河区,建工局,铁建丽苑,90.00㎡,南 北,2室1厅1卫,1750
3904,3904,整租·甘肃省电力公司住宅小区 2室1厅 东/西,七里河区,建工局,甘肃省电力公司住宅小区,65.00㎡,东 西,2室1厅1卫,1500
3905,3905,整租·城南国际小区 2室2厅 东,七里河区,晏家坪,城南国际小区,90.00㎡,东,2室2厅1卫,1500
3906,3906,整租·民生新天地 2室1厅 南/北,七里河区,晏家坪,民生新天地,93.00㎡,南 北,2室1厅1卫,1600
3907,3907,整租·田园小区 2室1厅 南/北,七里河区,西站,田园小区,60.00㎡,南 北,2室1厅1卫,1700
3908,3908,整租·惠苑小区（西津西路） 2室2厅 南,七里河区,郑家庄,惠苑小区（西津西路）,93.00㎡,南,2室2厅1卫,1800
3909,3909,整租·西津东路清真寺家属楼 2室1厅 南/北,七里河区,建工局,西津东路清真寺家属楼,82.00㎡,南 北,2室1厅1卫,1800
3910,3910,整租·工行吴家园家属院 2室1厅 东/西,七里河区,皋兰东区,工行吴家园家属院,54.49㎡,东 西,2室1厅1卫,1800
3911,3911,整租·恒大名都 2室2厅 南,七里河区,秀川,恒大名都,87.00㎡,南,2室2厅1卫,1900
3912,3912,整租·甘肃火电工程家属院 2室1厅 南,七里河区,建工局,甘肃火电工程家属院,56.00㎡,南,2室1厅1卫,1700
3913,3913,整租·城投孙家台小区 2室2厅 南/北,七里河区,下西园,城投孙家台小区,106.00㎡,南 北,2室2厅1卫,2000
3914,3914,整租·兰石研究所家属院(王家堡) 2室2厅 东/西,七里河区,吴家园,兰石研究所家属院(王家堡),75.00㎡,东 西,2室2厅1卫,2000
3915,3915,整租·兰港怡园A区 2室1厅 南/北,七里河区,晏家坪,兰港怡园A区,120.00㎡,南 北,2室1厅1卫,2000
3917,3917,整租·省地矿局三勘院中心实验室小区 2室1厅 南/西北,七里河区,兰工坪,省地矿局三勘院中心实验室小区,85.00㎡,南 西北,2室1厅1卫,1700
3918,3918,整租·灶具厂家属院 2室1厅 南/北,七里河区,仁恒美林郡,灶具厂家属院,80.00㎡,南 北,2室1厅1卫,1700
3920,3920,整租·兰石豪布斯卡珑园 2室1厅 南,七里河区,仁恒美林郡,兰石豪布斯卡珑园,96.00㎡,南,2室1厅1卫,2000
3921,3921,整租·吴家园面粉厂家属院 2室1厅 东北,七里河区,吴家园,吴家园面粉厂家属院,60.60㎡,东北,2室1厅1卫,1500
3922,3922,整租·兰石一分厂家属院 2室0厅 南,七里河区,仁恒美林郡,兰石一分厂家属院,40.00㎡,南,2室0厅1卫,1600
3923,3923,整租·和泰家园 2室2厅 南/西,七里河区,晏家坪,和泰家园,95.00㎡,南 西,2室2厅1卫,1800
3924,3924,整租·兰西机务段宿舍 2室1厅 南/北,七里河区,西站,兰西机务段宿舍,70.00㎡,南 北,2室1厅1卫,1500
3925,3925,整租·泰和家园小区 2室1厅 南/北,七里河区,晏家坪,泰和家园小区,105.00㎡,南 北,2室1厅1卫,1800
3926,3926,整租·兰运司家属院 2室2厅 南/北,七里河区,建工局,兰运司家属院,88.00㎡,南 北,2室2厅1卫,1600
3927,3927,整租·铁路润安小区 2室1厅 南/北,七里河区,仁恒美林郡,铁路润安小区,65.00㎡,南 北,2室1厅1卫,1500
3928,3928,整租·兰石集团东三区家属院 2室1厅 南/北,七里河区,吴家园,兰石集团东三区家属院,71.98㎡,南 北,2室1厅1卫,2000
3929,3929,整租·东立开泰园 2室2厅 南/北,七里河区,秀川,东立开泰园,77.24㎡,南 北,2室2厅1卫,1800
3931,3931,整租·工行七里河支行家属院 2室1厅 东/西,七里河区,吴家园,工行七里河支行家属院,70.00㎡,东 西,2室1厅1卫,1700
3932,3932,整租·程苑小区 2室1厅 南,七里河区,建工局,程苑小区,65.00㎡,南,2室1厅1卫,1600
3933,3933,整租·金达家属院 2室1厅 南,七里河区,仁恒美林郡,金达家属院,60.00㎡,南,2室1厅1卫,1500
3934,3934,整租·兰木小区 2室1厅 南,七里河区,吴家园,兰木小区,68.00㎡,南,2室1厅1卫,1600
3935,3935,整租·柏翠苑 2室1厅 东/北,七里河区,建工局,柏翠苑,65.00㎡,东 北,2室1厅1卫,1900
3936,3936,整租·兰石一分厂家属院 2室1厅 南/北,七里河区,仁恒美林郡,兰石一分厂家属院,60.00㎡,南 北,2室1厅1卫,1500
3937,3937,整租·杨家桥101家属院 2室1厅 南/北,七里河区,晏家坪,杨家桥101家属院,71.00㎡,南 北,2室1厅1卫,1600
3938,3938,整租·天和苑 2室1厅 东南,七里河区,西站,天和苑,92.00㎡,东南,2室1厅1卫,1500
3939,3939,整租·兰石小区(柳家营) 2室1厅 南,七里河区,仁恒美林郡,兰石小区(柳家营),90.00㎡,南,2室1厅1卫,1900
3940,3940,整租·兰州文科职业学校家属楼 2室2厅 南,七里河区,建工局,兰州文科职业学校家属楼,58.70㎡,南,2室2厅1卫,1500
3942,3942,整租·土门墩商储家园 2室1厅 南/北,七里河区,仁恒美林郡,土门墩商储家园,75.00㎡,南 北,2室1厅1卫,2000
3943,3943,整租·蘭駝小區 2室1厅 东,七里河区,晏家坪,蘭駝小區,88.00㎡,东,2室1厅1卫,1500
3945,3945,整租·城投孙家台小区 2室1厅 西南,七里河区,下西园,城投孙家台小区,83.60㎡,西南,2室1厅1卫,1800
3946,3946,整租·五泉啤酒厂 2室2厅 东/西,七里河区,晏家坪,五泉啤酒厂,92.00㎡,东 西,2室2厅1卫,1600
3947,3947,整租·宏泰嘉园 2室2厅 南/北,七里河区,西站,宏泰嘉园,90.00㎡,南 北,2室2厅1卫,2000
3948,3948,整租·建西华苑 2室1厅 南/北,七里河区,建工局,建西华苑,96.00㎡,南 北,2室1厅1卫,1800
3949,3949,整租·兰石安一小区 2室1厅 东/西,七里河区,西站,兰石安一小区,70.00㎡,东 西,2室1厅1卫,2000
3950,3950,整租·荣华小区 2室2厅 南,七里河区,仁恒美林郡,荣华小区,94.00㎡,南,2室2厅1卫,2000
3951,3951,整租·机车厂一区家属院 2室1厅 南/北,七里河区,建工局,机车厂一区家属院,50.00㎡,南 北,2室1厅1卫,1600
3952,3952,整租·兰石润安小区 2室1厅 南/北,七里河区,仁恒美林郡,兰石润安小区,80.00㎡,南 北,2室1厅1卫,1800
3953,3953,整租·兰石集团东三区家属院 2室1厅 东/南,七里河区,吴家园,兰石集团东三区家属院,70.00㎡,东 南,2室1厅1卫,1600
3954,3954,整租·明仁花苑 2室1厅 东/西,七里河区,上西园,明仁花苑,70.51㎡,东 西,2室1厅1卫,1800
3955,3955,整租·郑家庄小区 2室1厅 南/北,七里河区,金港城,郑家庄小区,80.00㎡,南 北,2室1厅1卫,1600
3956,3956,整租·七里河水电小区 2室2厅 东/西,七里河区,建工局,七里河水电小区,80.80㎡,东 西,2室2厅1卫,1800
3957,3957,整租·兰西康明园小区 2室1厅 南/北,七里河区,建工局,兰西康明园小区,58.00㎡,南 北,2室1厅1卫,1800
3958,3958,整租·郑家庄新社区 2室2厅 南/北,七里河区,金港城,郑家庄新社区,70.00㎡,南 北,2室2厅1卫,1500
3960,3960,整租·点式小区 2室1厅 南/北,七里河区,建工局,点式小区,57.00㎡,南 北,2室1厅1卫,1500
3961,3961,整租·甘肃火电工程家属院 2室1厅 南/北,七里河区,建工局,甘肃火电工程家属院,50.00㎡,南 北,2室1厅1卫,1600
3962,3962,整租·丽景苑 2室1厅 东/西,七里河区,曦华源,丽景苑,79.87㎡,东 西,2室1厅1卫,1700
3963,3963,整租·宏建家属院（河湾堡西街） 2室1厅 南/北,七里河区,仁恒美林郡,宏建家属院（河湾堡西街）,94.00㎡,南 北,2室1厅1卫,1850
3964,3964,整租·兰州轴承厂家属院（光华街） 2室1厅 西南,七里河区,金港城,兰州轴承厂家属院（光华街）,65.00㎡,西南,2室1厅1卫,1500
3968,3968,整租·机车厂四区 2室1厅 南/北,七里河区,晏家坪,机车厂四区,58.00㎡,南 北,2室1厅1卫,1600
3969,3969,整租·计生委、区委家属院（秀川路） 2室1厅 东/西,七里河区,秀川,计生委、区委家属院（秀川路）,98.00㎡,东 西,2室1厅1卫,1600
3970,3970,整租·建工苑景 2室2厅 南/北,七里河区,晏家坪,建工苑景,93.00㎡,南 北,2室2厅1卫,1800
3972,3972,整租·省送电公司家属院小区 2室1厅 南/北,七里河区,建工局,省送电公司家属院小区,95.00㎡,南 北,2室1厅1卫,1800
3973,3973,整租·天恒银滩花园A区 2室2厅 南/北,七里河区,秀川,天恒银滩花园A区,112.00㎡,南 北,2室2厅1卫,1900
3974,3974,整租·兰石豪布斯卡瑞园 2室2厅 东南,七里河区,仁恒美林郡,兰石豪布斯卡瑞园,104.00㎡,东南,2室2厅1卫,1800
3975,3975,整租·建工局西院 2室1厅 南,七里河区,建工局,建工局西院,70.00㎡,南,2室1厅1卫,1500
3976,3976,整租·苗圃花苑西区 2室2厅 南,七里河区,秀川,苗圃花苑西区,101.00㎡,南,2室2厅1卫,1800
3977,3977,整租·宝丰花园 2室2厅 东/南/北,七里河区,晏家坪,宝丰花园,100.67㎡,东 南 北,2室2厅1卫,1600
3978,3978,整租·建工苑景 2室2厅 南/北,七里河区,晏家坪,建工苑景,96.00㎡,南 北,2室2厅1卫,1800
3980,3980,整租·建工东院（建工中街） 2室1厅 南,七里河区,建工局,建工东院（建工中街）,80.00㎡,南,2室1厅1卫,1700
3981,3981,整租·郑家庄小区 2室1厅 南,七里河区,金港城,郑家庄小区,70.00㎡,南,2室1厅1卫,1800
3982,3982,整租·机具厂家属院 2室1厅 南,七里河区,吴家园,机具厂家属院,100.00㎡,南,2室1厅1卫,1800
3983,3983,整租·铁路家属院（西津西路） 2室1厅 南/北,七里河区,仁恒美林郡,铁路家属院（西津西路）,66.00㎡,南 北,2室1厅1卫,1600
3984,3984,整租·建工苑景 2室1厅 南/北,七里河区,晏家坪,建工苑景,75.00㎡,南 北,2室1厅1卫,1700
3985,3985,整租·郑家庄新社区 2室2厅 南/北,七里河区,金港城,郑家庄新社区,83.00㎡,南 北,2室2厅1卫,1500
3986,3986,整租·建工局西院 2室1厅 南,七里河区,建工局,建工局西院,60.00㎡,南,2室1厅1卫,1800
3987,3987,整租·金港城（金宝花园） 2室1厅 南/北,七里河区,金港城,金港城（金宝花园）,60.00㎡,南 北,2室1厅1卫,1700
3988,3988,整租·兰驼东厂小区 2室1厅 北,七里河区,建工局,兰驼东厂小区,90.00㎡,北,2室1厅1卫,1600
3989,3989,整租·手工业联社家属院 2室1厅 南/北,七里河区,吴家园,手工业联社家属院,54.00㎡,南 北,2室1厅1卫,1500
3992,3992,整租·城南国际小区 2室2厅 东,七里河区,晏家坪,城南国际小区,90.00㎡,东,2室2厅1卫,1700
3993,3993,整租·省送电公司家属院小区 2室1厅 南,七里河区,建工局,省送电公司家属院小区,89.00㎡,南,2室1厅1卫,1600
4029,4029,整租·东立开泰园 2室1厅 南,七里河区,秀川,东立开泰园,70.00㎡,南,2室1厅1卫,1800
4030,4030,整租·苗圃花园 2室2厅 南/北,七里河区,秀川,苗圃花园,104.00㎡,南 北,2室2厅1卫,1800
4031,4031,整租·兰石润安小区 2室1厅 东/西,七里河区,仁恒美林郡,兰石润安小区,85.00㎡,东 西,2室1厅1卫,1500
4037,4037,整租·丽景苑 2室1厅 东/西,七里河区,曦华源,丽景苑,74.00㎡,东 西,2室1厅1卫,1700
4038,4038,整租·兰州汽车西站家属院 2室1厅 东/西,七里河区,建工局,兰州汽车西站家属院,50.00㎡,东 西,2室1厅1卫,1500
4039,4039,整租·兰州电力修造厂西家属院 2室1厅 南/北,七里河区,金港城,兰州电力修造厂西家属院,70.00㎡,南 北,2室1厅1卫,1500
4040,4040,整租·兰石润安小区 2室1厅 南/北,七里河区,仁恒美林郡,兰石润安小区,84.00㎡,南 北,2室1厅1卫,1800
4041,4041,整租·甘肃省石油总公司五星坪居住小区 2室1厅 东南,七里河区,晏家坪,甘肃省石油总公司五星坪居住小区,70.00㎡,东南,2室1厅1卫,1700
4042,4042,整租·铁路润安小区 2室1厅 南/北,七里河区,仁恒美林郡,铁路润安小区,60.00㎡,南 北,2室1厅1卫,1700
4043,4043,整租·富民小区 2室1厅 南,七里河区,金港城,富民小区,78.00㎡,南,2室1厅1卫,1750
4044,4044,整租·金港城（金海花园） 2室1厅 南/北,七里河区,金港城,金港城（金海花园）,83.00㎡,南 北,2室1厅1卫,1500
4045,4045,整租·富润家园 2室1厅 南/北,七里河区,晏家坪,富润家园,97.00㎡,南 北,2室1厅1卫,2000
4046,4046,整租·嘉禾园小区 2室1厅 南/北,七里河区,吴家园,嘉禾园小区,67.55㎡,南 北,2室1厅1卫,2000
4047,4047,整租·鸿运家园 2室1厅 南/北,七里河区,吴家园,鸿运家园,80.00㎡,南 北,2室1厅1卫,1700
4048,4048,整租·天恒·银滩花园B区 2室2厅 南/北,七里河区,秀川,天恒·银滩花园B区,92.00㎡,南 北,2室2厅1卫,1800
4049,4049,整租·点式小区 2室1厅 南,七里河区,建工局,点式小区,47.00㎡,南,2室1厅1卫,1500
4050,4050,整租·和谐家园 2室2厅 南,七里河区,郑家庄,和谐家园,92.00㎡,南,2室2厅1卫,1650
4051,4051,整租·兰石小区(柳家营) 2室1厅 东/西,七里河区,仁恒美林郡,兰石小区(柳家营),70.00㎡,东 西,2室1厅1卫,1500
4052,4052,整租·兰州轴承厂家属院（光华街） 2室1厅 南,七里河区,金港城,兰州轴承厂家属院（光华街）,65.00㎡,南,2室1厅1卫,1500
4053,4053,整租·新津小区东院 2室2厅 东南,七里河区,建工局,新津小区东院,98.00㎡,东南,2室2厅1卫,1700
4054,4054,整租·兰石研究所家属院(王家堡) 2室1厅 南/北,七里河区,吴家园,兰石研究所家属院(王家堡),55.00㎡,南 北,2室1厅1卫,1800
4055,4055,整租·粮食局家属院（吴家园） 2室1厅 南,七里河区,吴家园,粮食局家属院（吴家园）,60.89㎡,南,2室1厅1卫,1500
4056,4056,整租·田园小区 2室1厅 西南,七里河区,西站,田园小区,84.00㎡,西南,2室1厅1卫,1500
4057,4057,整租·建兰丽苑 2室2厅 南,七里河区,晏家坪,建兰丽苑,81.00㎡,南,2室2厅1卫,1500
4058,4058,整租·建工局西院 2室1厅 东,七里河区,建工局,建工局西院,60.00㎡,东,2室1厅1卫,1800
4059,4059,整租·金园小区 2室1厅 南,七里河区,建工局,金园小区,53.00㎡,南,2室1厅1卫,1500
4060,4060,整租·天恒·银滩花园B区 2室2厅 南/北,七里河区,秀川,天恒·银滩花园B区,91.00㎡,南 北,2室2厅1卫,1500
4062,4062,整租·兰州电源车辆研究所家属院 2室2厅 南/北,七里河区,晏家坪,兰州电源车辆研究所家属院,86.00㎡,南 北,2室2厅1卫,1600
4063,4063,整租·兰石兰驼小区 2室1厅 南,七里河区,晏家坪,兰石兰驼小区,103.00㎡,南,2室1厅1卫,1700
4064,4064,整租·联发小区 2室1厅 东/西,七里河区,金港城,联发小区,54.00㎡,东 西,2室1厅1卫,1500
4065,4065,整租·土门墩商储家园 2室1厅 东南,七里河区,仁恒美林郡,土门墩商储家园,66.00㎡,东南,2室1厅1卫,1500
4066,4066,整租·小西湖西街菜市场 2室1厅 南,七里河区,建工局,小西湖西街菜市场,50.00㎡,南,2室1厅1卫,1600
4067,4067,整租·蘭駝小區 2室1厅 南,七里河区,晏家坪,蘭駝小區,103.00㎡,南,2室1厅1卫,1800
4068,4068,整租·兰石集团东三区家属院 2室1厅 南/北,七里河区,吴家园,兰石集团东三区家属院,75.00㎡,南 北,2室1厅1卫,1600
4070,4070,整租·兰石润安小区 2室2厅 南/北,七里河区,仁恒美林郡,兰石润安小区,94.86㎡,南 北,2室2厅1卫,1800
4071,4071,整租·点式小区 2室2厅 南/北,七里河区,建工局,点式小区,55.00㎡,南 北,2室2厅1卫,1600
4072,4072,整租·光华小区 2室2厅 南/北,七里河区,金港城,光华小区,92.00㎡,南 北,2室2厅1卫,1500
4073,4073,整租·兰州轴承厂家属院（光华街） 2室1厅 南/西北,七里河区,金港城,兰州轴承厂家属院（光华街）,70.00㎡,南 西北,2室1厅1卫,1600
4074,4074,整租·建兰丽苑 2室1厅 南/北,七里河区,晏家坪,建兰丽苑,85.00㎡,南 北,2室1厅1卫,1600
4075,4075,整租·兰州市政公司家属院(小西湖东街) 2室1厅 南/北,七里河区,建工局,兰州市政公司家属院(小西湖东街),50.00㎡,南 北,2室1厅1卫,1600
4077,4077,整租·祁连山宇臻大厦 2室1厅 东,七里河区,郑家庄,祁连山宇臻大厦,92.00㎡,东,2室1厅1卫,1600
4078,4078,整租·兰石润安小区 2室1厅 南,七里河区,仁恒美林郡,兰石润安小区,65.00㎡,南,2室1厅1卫,1500
4079,4079,整租·兰州铁路技师学院家属院 2室1厅 东/西,七里河区,西站,兰州铁路技师学院家属院,70.00㎡,东 西,2室1厅1卫,1500
4080,4080,整租·苗圃花园 2室1厅 南,七里河区,秀川,苗圃花园,102.00㎡,南,2室1厅1卫,1600
4082,4082,整租·甘肃六建集团住宅小区(西津西路) 2室2厅 南/北,七里河区,郑家庄,甘肃六建集团住宅小区(西津西路),104.00㎡,南 北,2室2厅1卫,1550
4083,4083,整租·苗圃花苑西区 2室2厅 南/北,七里河区,秀川,苗圃花苑西区,102.00㎡,南 北,2室2厅1卫,1800
4084,4084,整租·民生新天地 2室2厅 南/北,七里河区,晏家坪,民生新天地,91.00㎡,南 北,2室2厅1卫,1900
4085,4085,整租·瑞祥小区 2室1厅 南,七里河区,秀川,瑞祥小区,90.00㎡,南,2室1厅1卫,1700
4086,4086,整租·兰州电力修造厂西家属院 2室1厅 南/北,七里河区,金港城,兰州电力修造厂西家属院,54.00㎡,南 北,2室1厅1卫,1800
4087,4087,整租·东立开泰园 2室2厅 南,七里河区,秀川,东立开泰园,78.00㎡,南,2室2厅1卫,1750
